Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.6,1.8,0.0,,,,
2,2.6,9.9,147.8,108,673,,
3,4.6,18.2,124.2,183,928,27,
4,7.6,30.9,121.0,198,979,27,
5,9.6,39.4,117.5,216,1042,27,
6,11.6,48.0,116.3,222,1065,26,
7,14.6,60.8,118.5,210,1023,26,
8,16.6,69.1,118.5,210,1023,26,
9,18.6,77.6,119.8,204,1000,26,
10,20.6,86.2,117.7,215,1038,26,
11,23.6,99.1,117.2,217,1048,26,
12,25.6,107.6,117.0,219,1052,27,
13,27.6,116.1,117.5,216,1042,26,
14,30.6,129.2,116.8,220,1055,26,
15,32.6,137.6,116.8,220,1055,26,
16,34.6,146.1,117.0,219,1052,27,
17,36.6,154.7,116.9,219,1054,27,
18,39.6,167.6,117.5,216,1042,26,
19,41.6,176.0,117.5,216,1042,26,
20,43.6,184.4,118.1,212,1031,26,
21,45.6,193.1,118.2,212,1029,26,
22,48.6,205.8,117.7,215,1038,26,
23,50.6,214.2,118.2,212,1029,26,
24,53.6,226.9,120.6,200,986,25,
25,55.6,235.1,120.6,200,986,25,
26,57.6,243.4,119.6,205,1004,26,
27,60.6,256.1,120.5,200,988,25,
28,62.6,264.2,120.5,200,988,25,
29,64.6,272.3,121.6,195,969,26,
30,66.6,280.8,122.1,192,961,26,
31,69.6,293.3,120.2,202,993,26,
32,71.6,301.5,119.8,204,1000,26,
33,74.6,314.1,120.7,199,985,25,
34,76.6,322.3,120.9,198,981,24,
35,79.6,335.1,119.9,203,998,25,
36,81.6,343.3,119.9,203,998,25,
37,83.6,351.5,120.6,200,986,25,
38,86.6,363.8,122.3,191,958,25,
39,88.6,371.7,123.3,187,942,25,
40,90.6,380.1,123.7,185,936,25,
41,93.6,392.1,123.0,188,947,25,
42,95.6,400.4,123.3,187,942,26,
43,98.6,412.9,122.4,191,956,25,
44,100.6,420.9,122.4,191,956,25,
45,102.6,429.3,121.7,194,968,25,
46,105.6,441.6,121.4,196,973,25,
47,107.6,449.7,122.5,190,955,25,
48,110.6,462.0,122.8,189,950,25,
49,112.6,470.2,122.8,189,950,25,
50,114.6,478.6,121.3,196,974,25,
51,117.6,490.7,121.9,193,964,25,
52,119.6,498.9,122.9,189,948,25,
53,122.6,511.2,122.9,189,948,25,
54,124.6,519.3,122.7,189,952,24,
55,127.6,531.6,122.9,189,948,25,
56,129.6,539.6,124.3,182,927,24,
57,132.6,552.0,121.8,194,966,24,
58,134.6,560.1,121.8,194,966,24,
59,136.6,568.4,122.6,190,953,25,
60,139.6,580.6,122.3,191,958,25,
61,141.6,588.8,122.2,192,960,25,
62,144.6,601.1,123.7,185,936,26,
63,146.6,609.1,123.7,185,936,26,
64,148.6,617.2,123.5,186,939,26,
65,151.6,629.3,124.9,180,918,26,
66,153.6,637.2,124.9,180,918,26,
67,155.6,645.4,123.5,186,939,26,
68,158.6,657.8,122.8,189,950,26,
69,160.6,665.8,122.6,190,953,25,
70,163.6,678.3,121.6,195,969,25,
71,165.6,686.5,121.6,195,969,25,
72,167.6,694.9,120.6,200,986,25,
73,170.6,707.4,121.0,198,979,25,
74,172.6,715.6,120.8,199,983,25,
75,174.6,724.1,120.2,202,993,26,
76,177.6,736.7,119.6,205,1004,26,
77,179.6,745.0,119.2,207,1011,26,
78,181.6,753.5,120.0,203,997,26,
79,184.6,765.9,120.1,202,995,26,
80,186.6,774.2,120.0,203,997,25,
81,188.6,782.7,120.1,202,995,26,
82,191.6,795.0,120.8,199,983,25,
83,193.6,803.3,121.1,197,978,25,
84,195.6,811.8,120.7,199,985,26,
85,198.6,824.0,121.2,197,976,26,
86,200.6,832.1,122.8,189,950,26,
87,202.6,840.3,123.5,186,939,26,
88,205.6,852.6,123.1,188,945,27,
89,207.6,860.5,123.1,188,945,27,
90,209.6,868.8,123.2,187,944,26,
91,212.6,881.7,119.6,205,1004,26,
92,214.6,889.9,119.6,205,1004,26,
93,216.6,898.3,119.1,207,1013,26,
94,218.6,906.9,118.9,208,1016,26,
95,221.6,919.3,119.0,208,1014,26,
96,223.6,927.7,120.2,202,993,26,
97,225.6,936.4,119.2,207,1011,26,
98,228.6,948.9,118.0,213,1033,26,
99,230.6,957.2,119.3,206,1009,26,
100,232.6,965.7,120.0,203,997,26,
101,235.6,978.4,119.1,207,1013,26,
102,237.6,986.6,119.2,207,1011,26,
103,239.6,995.1,120.0,203,997,26,
104,242.6,1007.8,119.8,204,1000,26,
105,244.6,1016.0,119.8,204,1000,26,
106,246.6,1024.3,119.6,205,1004,26,
107,248.6,1032.8,120.6,200,986,26,
108,251.6,1045.4,119.6,205,1004,26,
109,253.6,1053.7,119.5,205,1005,27,
110,255.6,1062.2,119.4,206,1007,27,
111,257.6,1070.7,118.5,210,1023,27,
112,260.6,1083.2,119.1,207,1013,26,
113,262.6,1091.6,120.5,200,988,26,
114,264.6,1100.0,119.4,206,1007,27,
115,267.6,1112.7,120.0,203,997,25,
116,269.6,1121.0,120.0,203,997,25,
117,271.6,1129.6,118.5,210,1023,26,
118,274.6,1142.2,119.8,204,1000,26,
119,276.6,1150.4,119.8,204,1000,26,
120,278.6,1158.8,119.8,204,1000,26,
121,281.6,1171.5,120.4,201,990,26,
122,283.6,1179.7,120.4,201,990,26,
123,285.6,1188.0,120.4,201,990,26,
124,288.6,1201.0,117.9,214,1034,25,
125,290.6,1209.4,117.9,214,1034,25,
126,292.6,1217.9,117.7,215,1038,25,
127,295.6,1230.6,118.9,208,1016,26,
128,297.6,1238.9,118.8,209,1018,25,
129,299.6,1247.5,118.5,210,1023,26,
130,302.6,1260.2,118.1,212,1031,26,
131,304.6,1268.6,118.7,209,1020,25,
132,306.6,1277.0,119.4,206,1007,26,
133,309.6,1289.8,119.0,208,1014,26,
134,311.6,1298.1,119.0,208,1014,26,
135,313.5,1306.3,118.5,210,1023,26,
136,315.6,1314.9,120.2,202,993,26,
137,318.6,1327.5,120.0,203,997,26,
138,320.6,1335.8,119.1,207,1013,26,
139,322.6,1344.3,118.9,208,1016,25,
140,325.6,1356.9,120.6,200,986,26,
141,327.6,1365.1,119.5,205,1005,26,
142,329.6,1373.6,119.6,205,1004,26,
143,332.6,1386.1,121.2,197,976,27,
144,334.6,1394.1,121.2,197,976,27,
145,336.5,1402.3,122.3,191,958,27,
146,338.5,1410.6,122.1,192,961,26,
147,341.6,1423.1,122.1,192,961,27,
148,343.6,1431.3,120.7,199,985,26,
149,345.6,1439.8,119.8,204,1000,26,
150,348.6,1452.3,120.9,198,981,26,
151,350.6,1460.4,120.9,198,981,26,
152,352.6,1468.8,120.5,200,988,26,
153,355.6,1481.3,122.0,193,963,26,
154,357.6,1489.4,122.0,193,963,26,
155,359.6,1497.6,122.4,191,956,27,
156,361.6,1506.1,120.4,201,990,27,
157,364.6,1518.5,121.8,194,966,26,
158,366.6,1526.6,121.8,194,966,26,
159,368.6,1535.0,121.9,193,964,26,
160,371.6,1547.6,120.3,201,991,26,
161,373.6,1555.8,120.3,201,991,26,
162,375.5,1564.1,119.5,205,1005,26,
163,377.5,1572.6,120.8,199,983,26,
164,380.6,1585.1,120.6,200,986,26,
165,382.6,1593.5,119.6,205,1004,26,
166,384.5,1601.9,118.9,208,1016,26,
167,387.6,1614.5,120.5,200,988,27,
168,389.6,1622.8,120.5,200,988,27,
169,391.6,1631.1,120.1,202,995,27,
170,393.5,1639.7,118.8,209,1018,26,
171,396.6,1652.3,118.9,208,1016,26,
172,398.6,1660.6,119.2,207,1011,26,
173,400.6,1669.1,119.2,207,1011,26,
174,403.5,1681.8,119.1,207,1013,26,
175,405.5,1690.1,119.1,207,1013,26,
176,407.6,1698.4,119.8,204,1000,26,
177,409.5,1706.9,119.9,203,998,26,
178,412.6,1719.7,118.7,209,1020,26,
179,414.6,1728.1,117.7,215,1038,26,
180,416.6,1736.6,118.9,208,1016,26,
