Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.7,2.1,0.0,,,,
2,2.7,9.8,155.1,94,622,,
3,4.7,17.9,129.9,160,849,28,
4,6.7,26.4,122.9,189,948,28,
5,8.7,35.1,117.7,215,1038,28,
6,11.7,48.1,115.4,228,1083,27,
7,13.7,56.7,115.4,228,1083,27,
8,15.7,65.4,115.4,228,1083,26,
9,17.7,73.9,116.5,221,1061,26,
10,20.7,87.1,115.3,228,1085,27,
11,22.7,95.6,115.3,228,1085,27,
12,24.7,104.3,115.0,230,1092,27,
13,26.7,113.1,115.8,225,1075,26,
14,29.7,126.1,115.3,228,1085,26,
15,31.7,134.6,115.7,226,1077,26,
16,33.7,143.4,116.1,224,1069,27,
17,36.7,156.5,115.8,225,1075,27,
18,38.7,165.0,115.8,225,1075,27,
19,40.7,173.4,116.7,220,1057,27,
20,42.7,181.9,118.3,211,1027,27,
21,45.7,194.7,119.0,208,1014,26,
22,47.7,203.1,119.0,208,1014,26,
23,49.7,211.7,116.9,219,1054,26,
24,51.7,220.3,116.7,220,1057,26,
25,54.7,233.1,118.3,211,1027,26,
26,56.7,241.5,117.4,216,1044,26,
27,58.7,250.0,117.9,214,1034,27,
28,60.7,258.6,118.2,212,1029,27,
29,63.7,271.4,117.4,216,1044,27,
30,65.7,279.9,117.4,216,1044,27,
31,67.7,288.4,117.4,216,1044,27,
32,69.7,296.9,118.2,212,1029,27,
33,72.7,309.8,117.3,217,1046,27,
34,74.7,318.2,117.3,217,1046,27,
35,76.7,326.7,118.0,213,1033,27,
36,78.7,335.3,117.7,215,1038,27,
37,81.7,347.9,118.7,209,1020,26,
38,83.7,356.3,119.1,207,1013,26,
39,85.7,364.9,118.0,213,1033,26,
40,87.7,373.6,117.8,214,1036,26,
41,90.7,386.1,117.8,214,1036,27,
42,92.7,394.4,120.4,201,990,26,
43,94.7,403.0,119.7,204,1002,26,
44,97.7,415.7,119.2,207,1011,26,
45,99.7,424.0,119.2,207,1011,26,
46,101.7,432.4,119.1,207,1013,26,
47,103.7,440.9,119.2,207,1011,27,
48,106.7,453.6,119.3,206,1009,26,
49,108.7,462.1,118.1,212,1031,26,
50,110.7,470.6,117.9,214,1034,26,
51,113.7,483.3,118.7,209,1020,26,
52,115.7,491.6,119.2,207,1011,26,
53,117.7,500.1,119.2,207,1011,26,
54,120.7,512.7,119.3,206,1009,26,
55,122.7,520.9,119.3,206,1009,26,
56,124.7,529.3,119.8,204,1000,26,
57,126.7,537.7,120.5,200,988,26,
58,129.7,550.2,120.3,201,991,26,
59,131.7,558.6,120.0,203,997,26,
60,133.7,567.0,119.2,207,1011,27,
61,136.7,579.6,120.3,201,991,26,
62,138.7,587.8,120.3,201,991,26,
63,140.7,596.1,120.8,199,983,26,
64,142.7,604.5,121.0,198,979,26,
65,145.7,617.0,121.0,198,979,26,
66,147.7,625.4,120.1,202,995,26,
67,149.7,633.8,118.7,209,1020,26,
68,152.7,646.5,119.1,207,1013,26,
69,154.7,654.9,118.3,211,1027,26,
70,156.7,663.5,118.4,211,1025,26,
71,159.7,676.5,117.5,216,1042,26,
72,161.7,684.9,116.5,221,1061,26,
73,163.7,693.4,118.6,210,1022,26,
74,166.7,706.2,118.4,211,1025,26,
75,168.7,714.5,118.1,212,1031,26,
76,170.7,722.9,119.2,207,1011,26,
77,173.7,735.6,119.1,207,1013,27,
78,175.7,744.0,119.1,207,1013,27,
79,177.7,752.6,117.5,216,1042,26,
80,180.7,765.5,117.4,216,1044,26,
81,182.7,773.9,117.4,216,1044,25,
82,184.7,782.6,117.1,218,1050,26,
83,187.7,795.4,118.5,210,1023,26,
84,189.7,803.7,118.5,210,1023,26,
85,191.7,812.2,118.9,208,1016,27,
86,194.7,824.9,119.8,204,1000,26,
