Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.8,3.0,0.0,,,,
2,2.8,10.8,148.3,107,669,,
3,4.8,18.9,125.9,175,903,26,
4,6.8,27.7,121.3,196,974,28,
5,8.8,36.8,114.3,234,1106,28,
6,11.9,50.2,112.8,244,1139,27,
7,13.9,58.9,112.8,244,1139,27,
8,15.8,67.8,113.4,240,1126,27,
9,17.9,76.7,113.4,240,1126,27,
10,20.9,90.0,113.2,241,1130,27,
11,22.8,98.7,113.2,241,1130,27,
12,24.8,107.4,113.5,239,1123,27,
13,26.8,116.3,114.2,235,1108,27,
14,29.9,129.7,114.4,234,1104,26,
15,31.8,138.2,114.4,234,1104,26,
16,33.8,146.7,115.5,227,1081,26,
17,35.8,155.4,117.5,216,1042,27,
18,38.8,168.1,117.1,218,1050,27,
19,40.8,176.5,119.1,207,1013,26,
20,42.8,185.2,118.1,212,1031,26,
21,45.8,198.4,115.1,230,1089,26,
22,47.8,206.9,115.1,230,1089,26,
23,49.8,215.5,116.0,224,1071,26,
24,51.8,224.2,116.7,220,1057,27,
25,54.9,237.5,114.3,234,1106,27,
26,56.8,246.1,114.3,234,1106,27,
27,58.8,254.8,114.4,234,1104,27,
28,60.8,263.5,115.9,225,1073,26,
29,63.8,276.4,117.4,216,1044,27,
30,65.9,285.0,117.4,216,1044,27,
31,67.9,293.6,116.2,223,1067,28,
32,69.8,302.3,115.3,228,1085,28,
33,71.8,311.1,115.9,225,1073,27,
34,74.9,324.1,116.4,222,1063,28,
35,76.9,332.7,116.4,222,1063,28,
36,78.8,341.3,115.6,227,1079,28,
37,80.8,350.0,115.3,228,1085,27,
38,82.8,358.9,114.7,232,1098,27,
39,85.9,372.0,114.9,231,1094,26,
40,87.8,380.6,115.0,230,1092,26,
41,89.8,389.2,115.5,227,1081,26,
42,92.9,402.5,115.0,230,1092,27,
43,94.9,411.1,115.0,230,1092,27,
44,96.8,419.7,115.0,230,1092,26,
45,98.8,428.5,115.1,230,1089,26,
46,101.8,441.8,115.0,230,1092,27,
47,103.8,450.3,115.0,230,1092,27,
48,105.8,458.9,115.8,225,1075,27,
49,107.8,467.6,116.0,224,1071,26,
50,110.8,480.8,115.5,227,1081,26,
51,112.8,489.4,114.6,233,1100,26,
52,114.8,498.1,115.2,229,1087,26,
53,117.8,511.2,116.1,224,1069,27,
54,119.8,519.9,116.1,224,1069,27,
55,121.8,528.5,114.8,231,1096,27,
56,123.8,537.2,115.2,229,1087,26,
57,126.8,550.0,117.3,217,1046,27,
58,128.8,558.6,117.3,217,1046,27,
59,130.8,567.4,115.1,230,1089,26,
60,132.8,576.1,115.0,230,1092,26,
61,135.8,589.0,116.5,221,1061,26,
62,137.8,597.5,116.3,222,1065,27,
63,139.8,606.1,116.6,221,1059,27,
64,141.8,614.7,117.4,216,1044,27,
65,144.8,627.5,117.9,214,1034,27,
66,146.8,635.9,117.8,214,1036,27,
67,148.8,644.6,117.2,217,1048,27,
68,150.8,653.4,116.0,224,1071,27,
69,153.8,666.2,117.2,217,1048,27,
70,155.8,674.7,117.2,217,1048,27,
71,157.8,683.4,117.0,219,1052,27,
72,159.8,692.1,116.2,223,1067,26,
73,162.8,705.2,116.1,224,1069,27,
74,164.8,713.7,116.1,224,1069,27,
75,166.8,722.2,115.8,225,1075,27,
76,168.8,731.0,116.3,222,1065,27,
77,171.8,744.2,115.2,229,1087,26,
78,173.8,752.6,115.2,229,1087,26,
79,175.8,761.4,115.7,226,1077,25,
80,178.8,774.3,117.8,214,1036,26,
81,180.8,782.6,117.8,214,1036,26,
82,182.8,791.2,118.1,212,1031,26,
83,185.8,804.3,116.7,220,1057,25,
84,187.8,812.7,116.7,220,1057,25,
85,189.8,821.4,116.5,221,1061,26,
86,191.8,830.2,116.0,224,1071,27,
87,194.8,843.0,116.1,224,1069,27,
88,196.8,851.4,117.2,217,1048,26,
89,198.8,860.1,117.5,216,1042,26,
90,201.8,873.0,117.4,216,1044,26,
91,203.8,881.4,117.4,216,1044,26,
92,205.8,890.1,116.8,220,1055,26,
93,208.8,903.3,115.8,225,1075,26,
94,210.8,911.8,115.8,225,1075,26,
95,212.8,920.4,116.2,223,1067,26,
96,214.8,929.1,117.0,219,1052,26,
97,217.8,942.2,115.9,225,1073,26,
98,219.8,950.9,114.2,235,1108,26,
99,221.8,959.7,114.3,234,1106,26,
100,224.8,972.8,116.0,224,1071,26,
101,226.8,981.3,116.0,224,1071,26,
102,228.8,990.0,115.4,228,1083,27,
103,230.8,998.8,115.7,226,1077,26,
104,233.8,1011.7,115.9,225,1073,26,
105,235.8,1020.3,116.2,223,1067,26,
106,237.8,1029.1,115.3,228,1085,26,
107,240.8,1042.3,114.7,232,1098,26,
108,242.8,1050.9,114.7,232,1098,26,
109,244.8,1059.6,114.7,232,1098,26,
110,247.8,1072.9,115.2,229,1087,26,
111,249.8,1081.4,115.2,229,1087,26,
112,251.8,1090.1,115.7,226,1077,26,
113,254.8,1103.2,116.5,221,1061,26,
114,256.8,1111.6,116.5,221,1061,26,
115,258.8,1120.1,116.9,219,1054,26,
116,260.8,1128.8,117.3,217,1046,26,
