Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.4,1.1,0.0,,,,
2,2.4,9.1,148.5,107,667,,
3,5.4,21.3,126.0,175,902,26,
4,7.4,29.7,122.3,191,958,26,
5,10.4,42.4,119.2,207,1011,24,
6,12.4,50.8,118.5,210,1023,24,
7,15.4,63.2,120.5,200,988,24,
8,17.4,71.7,120.5,200,988,24,
9,20.4,84.6,118.4,211,1025,25,
10,22.4,93.1,117.5,216,1042,25,
11,25.4,106.2,116.6,221,1059,24,
12,27.4,114.3,116.6,221,1059,24,
13,29.4,122.8,120.1,202,995,25,
14,32.4,135.4,120.5,200,988,25,
15,34.4,143.8,119.1,207,1013,25,
16,36.4,152.6,116.8,220,1055,26,
17,39.4,165.3,116.8,220,1055,25,
18,41.4,173.6,118.2,212,1029,26,
19,43.4,182.1,120.5,200,988,25,
20,46.4,194.7,119.9,203,998,26,
21,48.4,203.3,117.9,214,1034,26,
22,50.4,211.9,116.8,220,1055,26,
23,53.4,224.9,117.0,219,1052,26,
24,55.4,233.5,115.7,226,1077,25,
25,58.4,246.6,116.6,221,1059,25,
26,60.4,255.0,116.6,221,1059,25,
27,62.4,263.6,117.4,216,1044,25,
28,65.4,276.1,118.3,211,1027,25,
29,67.4,284.6,119.3,206,1009,25,
30,70.4,297.7,116.7,220,1057,25,
31,72.4,306.1,116.7,220,1057,25,
32,74.4,314.8,116.5,221,1061,25,
33,77.4,327.6,117.8,214,1036,26,
34,79.4,336.0,117.8,214,1036,26,
35,81.4,344.6,118.0,213,1033,26,
36,84.4,357.5,117.2,217,1048,26,
37,86.4,365.9,117.2,217,1048,26,
38,88.4,374.4,117.8,214,1036,26,
39,91.4,387.2,119.0,208,1014,25,
40,93.4,395.5,119.0,208,1014,25,
41,95.4,404.0,119.0,208,1014,26,
42,98.4,416.7,118.5,210,1023,25,
43,100.4,425.0,118.6,210,1022,25,
44,102.4,433.6,119.4,206,1007,26,
45,105.4,446.3,118.5,210,1023,26,
46,107.4,454.5,119.2,207,1011,26,
47,109.4,463.1,119.7,204,1002,26,
48,112.4,475.8,119.0,208,1014,26,
49,114.4,484.0,119.0,208,1014,26,
50,117.4,496.8,119.5,205,1005,24,
51,119.4,505.0,119.5,205,1005,24,
52,122.4,517.8,119.3,206,1009,24,
53,124.4,526.0,119.3,206,1009,24,
54,126.4,534.5,119.4,206,1007,25,
55,129.4,547.1,119.7,204,1002,25,
56,131.4,555.5,118.7,209,1020,25,
57,134.4,568.4,118.8,209,1018,25,
58,136.4,576.6,118.8,209,1018,25,
59,139.4,589.6,117.5,216,1042,24,
60,141.4,598.0,117.5,216,1042,24,
61,144.4,611.1,116.8,220,1055,24,
62,146.4,619.6,116.8,220,1055,24,
63,148.4,628.4,115.7,226,1077,25,
64,151.4,641.1,116.3,222,1065,25,
65,153.4,649.8,116.5,221,1061,25,
66,156.4,663.0,116.0,224,1071,25,
67,158.4,671.4,116.0,224,1071,25,
68,160.4,680.1,116.6,221,1059,25,
69,163.4,693.1,116.6,221,1059,25,
70,166.4,706.4,114.8,231,1096,23,
71,168.4,714.9,114.8,231,1096,23,
72,171.4,727.9,115.1,230,1089,23,
73,173.4,736.5,116.6,221,1059,23,
74,176.4,749.2,117.3,217,1046,24,
75,178.4,757.6,118.2,212,1029,24,
76,181.4,770.3,118.6,210,1022,24,
77,184.4,783.4,117.3,217,1046,23,
78,186.4,791.6,117.3,217,1046,23,
79,188.4,800.2,118.4,211,1025,24,
80,191.4,812.7,119.3,206,1009,24,
81,193.4,821.2,119.6,205,1004,25,
82,196.4,833.9,118.7,209,1020,25,
83,198.4,842.5,118.1,212,1031,24,
84,201.4,855.1,117.0,219,1052,25,
85,204.4,867.8,119.5,205,1005,21,
86,206.4,876.2,119.8,204,1000,22,
87,209.4,888.6,120.4,201,990,22,
88,212.4,901.4,119.6,205,1004,22,
89,214.4,909.8,118.9,208,1016,23,
90,217.4,922.5,118.2,212,1029,24,
91,219.4,930.9,119.2,207,1011,24,
92,222.4,943.7,118.5,210,1023,25,
93,224.4,952.0,118.5,210,1023,25,
94,226.4,960.7,118.1,212,1031,25,
95,229.4,973.3,117.9,214,1034,24,
96,231.4,981.8,118.7,209,1020,25,
97,234.4,994.5,119.9,203,998,25,
98,236.4,1002.8,119.9,203,998,25,
99,238.4,1011.3,118.7,209,1020,25,
100,241.4,1024.0,118.4,211,1025,25,
101,243.4,1032.6,117.9,214,1034,25,
102,246.4,1045.3,119.1,207,1013,25,
103,248.4,1053.6,119.1,207,1013,25,
104,250.4,1062.2,119.1,207,1013,25,
105,253.5,1075.1,117.8,214,1036,26,
106,255.5,1083.5,117.8,214,1036,26,
107,257.5,1092.1,117.5,216,1042,26,
108,260.5,1104.9,118.3,211,1027,26,
109,262.5,1113.2,118.3,211,1027,26,
110,264.5,1121.8,118.0,213,1033,26,
111,267.5,1134.6,119.3,206,1009,26,
112,269.5,1142.8,119.3,206,1009,26,
113,271.5,1151.2,119.7,204,1002,26,
114,273.4,1159.7,118.8,209,1018,26,
115,276.5,1172.6,117.2,217,1048,27,
116,278.5,1181.1,117.2,217,1048,27,
117,280.4,1189.7,116.8,220,1055,26,
118,283.5,1202.6,117.2,217,1048,25,
119,285.5,1211.1,117.0,219,1052,25,
120,288.5,1224.2,117.0,219,1052,24,
121,290.4,1232.6,116.4,222,1063,24,
122,293.5,1245.8,116.0,224,1071,24,
123,295.4,1254.3,116.0,224,1071,24,
124,298.5,1267.5,116.3,222,1065,24,
125,300.5,1275.8,116.3,222,1065,24,
126,302.5,1284.5,117.5,216,1042,25,
127,305.5,1297.2,117.5,216,1042,25,
128,307.5,1305.8,116.8,220,1055,25,
129,310.5,1318.8,117.5,216,1042,26,
130,312.5,1327.1,117.5,216,1042,26,
131,314.5,1335.7,118.1,212,1031,25,
132,317.5,1348.5,117.5,216,1042,25,
133,319.4,1357.0,117.6,215,1040,25,
134,322.5,1369.9,118.7,209,1020,26,
135,324.4,1378.1,118.7,209,1020,26,
136,326.4,1386.6,118.4,211,1025,25,
137,329.5,1399.3,118.8,209,1018,25,
138,331.5,1407.7,118.8,209,1018,25,
139,333.5,1416.4,118.0,213,1033,25,
140,336.5,1429.1,116.9,219,1054,26,
141,338.4,1437.4,118.8,209,1018,25,
142,340.5,1446.1,119.0,208,1014,26,
143,343.5,1458.8,118.1,212,1031,26,
144,345.5,1467.4,116.6,221,1059,25,
145,348.5,1480.4,118.3,211,1027,25,
146,350.5,1488.7,118.3,211,1027,25,
147,353.5,1501.8,116.6,221,1059,25,
148,355.5,1510.2,116.6,221,1059,25,
149,358.5,1523.3,116.8,220,1055,24,
150,360.5,1531.6,116.8,220,1055,24,
151,362.5,1540.4,117.4,216,1044,24,
152,365.5,1553.1,117.3,217,1046,25,
153,367.5,1561.8,116.4,222,1063,25,
154,370.5,1574.6,117.0,219,1052,25,
155,372.5,1583.0,118.3,211,1027,24,
156,375.5,1596.2,116.9,219,1054,24,
157,377.5,1604.8,115.5,227,1081,24,
158,380.5,1617.8,115.3,228,1085,24,
159,382.5,1626.4,116.4,222,1063,24,
160,385.5,1639.6,115.6,227,1079,25,
161,387.5,1648.0,115.6,227,1079,25,
162,389.5,1656.7,116.8,220,1055,25,
163,392.5,1669.4,117.9,214,1034,25,
164,394.5,1678.1,117.0,219,1052,24,
165,397.5,1691.0,116.7,220,1057,25,
166,399.5,1699.4,117.0,219,1052,25,
167,402.5,1712.5,117.2,217,1048,25,
168,404.5,1720.9,117.2,217,1048,25,
169,406.5,1729.6,116.6,221,1059,25,
170,409.5,1742.5,116.4,222,1063,25,
171,411.5,1751.1,116.4,222,1063,24,
172,414.5,1764.1,116.7,220,1057,25,
173,416.5,1772.5,116.4,222,1063,25,
174,418.5,1781.1,117.8,214,1036,25,
175,421.5,1793.8,118.4,211,1025,26,
176,423.5,1802.2,118.3,211,1027,25,
177,425.5,1810.7,118.8,209,1018,26,
178,428.5,1823.3,119.5,205,1005,26,
179,430.5,1831.6,119.3,206,1009,26,
180,432.5,1840.2,119.1,207,1013,25,
181,435.5,1853.0,118.4,211,1025,26,
182,437.5,1861.4,118.0,213,1033,26,
183,439.5,1870.0,117.4,216,1044,25,
184,442.5,1882.8,118.1,212,1031,25,
185,444.5,1891.4,117.2,217,1048,25,
186,447.5,1904.3,117.2,217,1048,25,
187,449.5,1912.6,117.2,217,1048,25,
188,451.5,1921.2,118.0,213,1033,26,
189,454.5,1934.2,117.3,217,1046,26,
190,456.5,1942.8,116.6,221,1059,26,
191,458.5,1951.6,115.8,225,1075,26,
192,461.5,1964.7,115.0,230,1092,25,
193,463.5,1973.6,113.6,239,1121,25,
194,466.5,1986.9,113.5,239,1123,25,
195,468.5,1995.4,114.7,232,1098,25,
