Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.0,3.5,151.9,100,643,,
2,3.0,11.3,151.9,100,643,,
3,5.0,19.6,126.9,171,889,26,
4,7.0,28.1,121.2,197,976,27,
5,10.0,41.0,117.6,215,1040,27,
6,12.0,49.4,117.6,215,1040,27,
7,14.0,57.8,118.2,212,1029,26,
8,16.0,66.5,117.8,214,1036,26,
9,19.0,79.6,116.4,222,1063,27,
10,21.0,88.0,115.7,226,1077,27,
11,23.0,96.6,116.6,221,1059,27,
12,25.0,105.3,117.6,215,1040,26,
13,28.0,118.2,116.4,222,1063,27,
14,30.0,126.8,116.2,223,1067,27,
15,32.0,135.2,117.0,219,1052,27,
16,34.0,143.8,117.9,214,1034,27,
17,37.0,156.7,117.9,214,1034,27,
18,39.0,165.0,117.9,214,1034,27,
19,41.0,173.4,118.7,209,1020,27,
20,43.0,182.1,117.8,214,1036,27,
21,45.0,190.6,117.6,215,1040,27,
22,48.0,203.3,118.3,211,1027,27,
23,50.0,211.8,118.5,210,1023,27,
24,52.0,220.3,117.6,215,1040,27,
25,54.0,228.8,117.9,214,1034,27,
26,57.0,241.8,116.8,220,1055,27,
27,59.0,250.2,116.8,220,1055,27,
28,61.0,258.5,118.6,210,1022,27,
29,63.0,266.9,118.7,209,1020,27,
30,65.0,275.4,119.8,204,1000,27,
31,68.0,288.1,120.5,200,988,27,
32,70.0,296.3,120.5,200,988,27,
33,72.0,304.6,120.3,201,991,27,
34,74.0,313.0,120.1,202,995,27,
35,76.0,321.5,119.0,208,1014,27,
36,79.0,334.1,119.4,206,1007,27,
37,81.0,342.3,119.4,206,1007,27,
38,83.0,350.7,120.0,203,997,27,
39,85.0,359.2,119.4,206,1007,27,
40,88.0,371.8,120.2,202,993,27,
41,90.0,379.9,120.2,202,993,27,
42,92.0,388.2,121.1,197,978,27,
43,94.0,396.6,120.5,200,988,27,
44,96.0,405.0,120.6,200,986,27,
45,99.0,417.8,118.6,210,1022,27,
46,101.0,426.1,118.6,210,1022,27,
47,103.0,434.7,118.2,212,1029,27,
48,105.0,443.2,117.2,217,1048,27,
49,108.0,455.9,119.7,204,1002,26,
50,110.0,464.2,119.7,204,1002,26,
51,112.0,472.7,118.5,210,1023,26,
52,114.0,481.2,118.3,211,1027,26,
53,117.0,493.6,120.6,200,986,26,
54,119.0,501.9,120.8,199,983,27,
55,121.0,510.3,120.1,202,995,27,
56,123.0,518.8,120.2,202,993,26,
57,126.0,531.4,119.5,205,1005,27,
58,128.0,539.6,119.5,205,1005,27,
59,130.0,547.9,121.0,198,979,27,
60,132.0,556.2,120.3,201,991,27,
61,135.0,569.0,119.5,205,1005,27,
62,137.0,577.2,119.5,205,1005,27,
63,139.0,585.5,119.4,206,1007,27,
64,141.0,594.0,119.9,203,998,27,
65,143.1,602.6,119.1,207,1013,27,
66,146.1,614.9,121.0,198,979,27,
67,148.0,623.1,121.6,195,969,27,
68,150.0,631.6,120.1,202,995,27,
