Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.6,2.0,0.0,,,,
2,2.6,10.3,140.2,127,737,,
3,4.6,19.2,118.9,208,1016,28,
4,6.6,28.6,111.9,250,1159,28,
5,8.6,37.9,108.4,275,1245,28,
6,11.6,52.0,106.4,291,1300,28,
7,13.6,61.3,106.4,291,1300,28,
8,15.6,70.5,107.2,284,1277,27,
9,17.6,79.8,108.0,278,1256,27,
10,20.6,93.7,109.2,269,1225,27,
11,22.6,102.7,109.2,269,1225,27,
12,24.6,111.7,110.5,259,1192,27,
13,26.6,120.7,111.0,256,1180,27,
14,29.6,134.5,110.8,257,1185,27,
15,31.6,143.4,110.8,257,1185,27,
16,33.6,152.4,111.1,255,1178,27,
17,35.6,161.6,110.7,258,1187,26,
18,38.6,175.1,111.3,254,1173,26,
19,40.6,183.9,111.6,252,1166,26,
20,42.6,192.9,112.0,249,1157,26,
21,45.6,206.5,112.2,248,1152,26,
22,47.6,215.3,112.2,248,1152,26,
23,49.6,224.2,111.9,250,1159,26,
24,51.6,233.2,112.4,246,1148,26,
25,54.6,246.6,112.6,245,1143,27,
26,56.6,255.4,112.0,249,1157,27,
27,58.6,264.4,112.6,245,1143,26,
28,61.6,277.9,113.2,241,1130,26,
29,63.6,286.6,113.2,241,1130,26,
30,65.6,295.3,113.2,241,1130,26,
31,67.6,304.2,114.0,236,1113,26,
32,70.6,317.2,114.7,232,1098,26,
33,72.6,325.9,115.0,230,1092,25,
34,74.6,334.7,115.1,230,1089,26,
35,77.6,347.7,115.6,227,1079,26,
36,79.6,356.2,115.9,225,1073,27,
37,81.6,364.9,116.7,220,1057,26,
38,84.6,377.9,116.5,221,1061,26,
39,86.6,386.5,115.6,227,1079,26,
40,88.6,395.2,115.4,228,1083,26,
41,91.6,408.1,117.8,214,1036,27,
42,93.6,416.5,117.8,214,1036,27,
43,95.6,425.0,118.3,211,1027,26,
44,98.6,438.1,116.3,222,1065,26,
45,100.6,446.5,116.3,222,1065,26,
46,102.6,455.2,117.1,218,1050,25,
47,105.6,468.0,116.3,222,1065,26,
48,107.6,476.4,117.8,214,1036,25,
49,109.6,485.1,117.9,214,1034,26,
50,112.6,497.9,117.8,214,1036,26,
51,114.6,506.4,117.4,216,1044,26,
52,116.6,515.1,116.5,221,1061,27,
53,119.6,528.1,116.8,220,1055,26,
54,121.6,536.6,116.8,220,1055,26,
55,123.6,545.2,116.3,222,1065,26,
56,125.6,553.9,117.1,218,1050,26,
57,128.6,566.6,117.1,218,1050,26,
58,130.6,575.1,117.7,215,1038,25,
59,132.6,583.7,117.6,215,1040,26,
60,135.6,596.4,118.1,212,1031,26,
61,137.6,604.8,118.3,211,1027,26,
62,139.6,613.6,117.8,214,1036,26,
63,142.6,626.3,116.5,221,1061,25,
64,144.6,634.9,116.8,220,1055,25,
65,147.6,647.9,117.5,216,1042,25,
66,149.6,656.2,117.5,216,1042,25,
67,151.6,664.8,118.2,212,1029,25,
68,154.6,677.6,117.7,215,1038,26,
69,156.6,686.0,118.0,213,1033,26,
70,158.6,694.6,117.4,216,1044,26,
71,161.6,707.5,117.7,215,1038,25,
72,163.6,715.9,118.0,213,1033,26,
73,165.6,724.5,117.1,218,1050,26,
74,168.6,737.2,117.9,214,1034,26,
75,170.6,745.6,118.4,211,1025,25,
76,172.6,754.2,119.0,208,1014,26,
77,175.6,766.8,119.0,208,1014,26,
78,177.6,775.2,118.3,211,1027,26,
79,179.6,783.8,118.4,211,1025,26,
80,182.6,796.6,117.9,214,1034,26,
81,184.6,805.0,117.5,216,1042,25,
82,187.6,818.0,118.1,212,1031,25,
83,189.6,826.4,118.1,212,1031,25,
84,191.6,834.8,118.1,212,1031,26,
85,194.6,847.7,118.2,212,1029,25,
86,196.6,856.0,118.2,212,1029,25,
87,198.6,864.6,118.3,211,1027,25,
88,201.6,877.3,118.9,208,1016,26,
89,203.6,885.6,118.9,208,1016,26,
90,205.6,894.1,118.9,208,1016,26,
91,208.6,906.8,119.4,206,1007,26,
92,210.6,915.0,119.4,206,1007,26,
93,212.6,923.3,119.7,204,1002,26,
94,215.6,936.5,116.4,222,1063,25,
95,217.6,944.8,116.4,222,1063,25,
96,219.6,953.4,117.7,215,1038,25,
97,222.6,966.4,118.0,213,1033,25,
98,224.6,974.7,117.4,216,1044,25,
