Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.5,1.4,0.0,,,,
2,2.4,9.1,149.4,105,661,,
3,4.5,17.3,128.4,165,869,26,
4,7.5,30.1,117.2,217,1048,27,
5,9.5,38.6,117.2,217,1048,27,
6,11.5,47.0,116.7,220,1057,27,
7,13.5,55.7,117.8,214,1036,27,
8,15.5,64.4,116.7,220,1057,27,
9,18.5,77.4,115.8,225,1075,27,
10,20.5,86.2,114.7,232,1098,27,
11,22.5,94.9,114.3,234,1106,27,
12,24.5,103.8,114.4,234,1104,27,
13,27.5,117.0,115.2,229,1087,27,
14,29.5,125.5,115.2,229,1087,27,
15,31.5,134.3,115.3,228,1085,27,
16,33.5,143.1,114.3,234,1106,27,
17,35.5,151.9,114.9,231,1094,28,
18,38.5,165.0,114.6,233,1100,28,
19,40.5,173.7,114.6,233,1100,28,
20,42.5,182.5,114.2,235,1108,27,
21,44.5,191.5,113.5,239,1123,27,
22,47.5,204.8,114.4,234,1104,27,
23,49.5,213.4,114.4,234,1104,27,
24,51.5,222.2,114.5,233,1102,27,
25,53.5,231.0,114.1,236,1110,27,
26,55.5,239.9,114.5,233,1102,27,
27,58.5,253.0,114.8,231,1096,28,
28,60.5,261.6,114.8,231,1096,28,
29,62.5,270.2,115.6,227,1079,27,
30,64.5,278.8,116.4,222,1063,28,
31,66.5,287.4,117.3,217,1046,27,
32,69.5,300.3,117.3,217,1046,28,
33,71.5,308.7,117.3,217,1046,28,
34,73.5,317.2,117.0,219,1052,27,
35,75.5,325.9,117.0,219,1052,27,
36,77.5,334.5,117.2,217,1048,27,
37,80.5,347.3,117.3,217,1046,27,
38,82.5,355.9,117.3,217,1046,27,
39,84.5,364.5,115.9,225,1073,28,
40,86.5,373.1,116.5,221,1061,28,
41,89.5,386.0,117.6,215,1040,27,
42,91.5,394.4,117.6,215,1040,27,
43,93.4,403.0,116.9,219,1054,25,
44,96.5,415.9,118.1,212,1031,26,
45,98.5,424.3,118.1,212,1031,26,
46,100.5,432.7,118.2,212,1029,26,
47,102.5,441.2,118.3,211,1027,27,
48,105.5,454.1,118.1,212,1031,27,
49,107.5,462.4,118.1,212,1031,27,
50,109.5,470.7,119.0,208,1014,26,
51,111.4,479.2,118.9,208,1016,27,
