Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.9,3.4,140.1,127,738,,
2,2.9,12.0,140.1,127,738,,
3,4.9,20.6,115.8,225,1075,28,
4,6.9,29.6,114.8,231,1096,28,
5,8.9,38.6,112.8,244,1139,27,
6,11.9,51.8,114.5,233,1102,27,
7,13.9,60.5,114.5,233,1102,27,
8,15.9,69.4,113.8,237,1117,27,
9,17.9,78.2,113.4,240,1126,28,
10,20.9,91.3,117.1,218,1050,26,
11,22.9,99.7,117.1,218,1050,26,
12,24.9,108.1,117.8,214,1036,28,
13,26.9,116.8,117.9,214,1034,27,
14,28.9,125.5,116.1,224,1069,27,
15,31.9,138.8,114.8,231,1096,27,
16,33.9,147.4,114.8,231,1096,27,
17,35.9,156.3,114.4,234,1104,27,
18,37.9,165.3,112.5,246,1146,28,
19,39.9,174.2,111.8,250,1161,28,
20,41.9,183.2,112.3,247,1150,27,
21,44.9,196.5,113.4,240,1126,28,
22,46.9,205.4,113.4,240,1126,28,
23,48.9,214.2,113.2,241,1130,28,
24,50.9,223.2,112.1,248,1155,28,
25,52.9,232.3,111.0,256,1180,28,
26,54.9,241.2,111.6,252,1166,28,
27,57.9,254.7,112.7,245,1141,28,
28,59.9,263.5,112.7,245,1141,28,
29,61.9,272.2,113.5,239,1123,28,
30,63.9,281.0,113.5,239,1123,28,
31,65.9,289.8,114.1,236,1110,28,
32,67.9,298.5,115.5,227,1081,28,
33,69.9,307.2,115.8,225,1075,28,
34,71.9,315.8,116.9,219,1054,28,
35,75.0,328.8,116.8,220,1055,28,
36,76.9,337.3,116.8,220,1055,28,
37,78.9,345.8,116.3,222,1065,28,
38,80.9,354.5,116.4,222,1063,27,
39,82.9,363.2,116.3,222,1065,28,
40,86.0,376.4,115.7,226,1077,27,
41,88.0,384.9,115.7,226,1077,27,
42,89.9,393.5,115.7,226,1077,26,
43,91.9,402.3,115.8,225,1075,26,
44,94.9,415.4,114.9,231,1094,26,
45,96.9,423.9,115.3,228,1085,26,
46,98.9,432.5,116.0,224,1071,27,
47,100.9,441.2,117.4,216,1044,26,
48,103.9,454.1,117.2,217,1048,27,
49,105.9,462.5,116.7,220,1057,27,
50,107.9,471.0,117.5,216,1042,27,
51,109.9,479.6,118.1,212,1031,27,
52,112.9,492.4,118.6,210,1022,27,
53,114.9,500.7,118.6,210,1022,27,
54,116.9,508.9,119.4,206,1007,27,
55,118.9,517.5,120.0,203,997,27,
56,122.0,530.5,117.4,216,1044,26,
57,124.0,538.9,117.4,216,1044,26,
58,126.0,547.3,117.8,214,1036,26,
59,128.0,555.7,119.9,203,998,26,
60,131.0,568.2,120.2,202,993,26,
61,133.0,576.4,120.3,201,991,27,
62,135.0,584.7,120.6,200,986,27,
63,137.0,593.1,121.5,195,971,27,
64,140.0,605.5,121.4,196,973,26,
65,142.0,613.7,121.4,196,973,26,
66,144.0,621.9,121.3,196,974,27,
67,145.9,630.3,121.5,195,971,27,
68,149.0,643.0,120.0,203,997,26,
69,151.0,651.3,119.0,208,1014,26,
70,153.0,659.7,119.7,204,1002,26,
71,156.0,672.3,120.5,200,988,26,
72,158.0,680.5,120.5,200,988,26,
73,160.0,688.9,120.1,202,995,26,
74,162.0,697.4,118.8,209,1018,26,
75,165.0,710.0,120.8,199,983,27,
76,167.0,718.2,120.8,199,983,27,
77,169.0,726.4,121.1,197,978,27,
78,171.0,734.7,120.8,199,983,27,
79,174.0,747.1,122.8,189,950,27,
80,176.0,755.2,122.8,189,950,27,
81,178.0,763.3,122.6,190,953,27,
82,180.0,771.8,121.3,196,974,27,
83,183.0,784.8,117.8,214,1036,26,
84,185.0,793.0,117.8,214,1036,26,
85,187.0,801.5,118.5,210,1023,26,
86,189.0,810.0,119.1,207,1013,27,
87,192.0,822.6,120.2,202,993,27,
88,194.0,830.8,120.2,202,993,27,
89,196.0,839.3,119.4,206,1007,27,
90,198.0,848.0,118.0,213,1033,27,
91,201.0,860.6,120.2,202,993,26,
92,203.0,868.8,120.2,202,993,26,
93,205.0,877.2,120.2,202,993,26,
94,207.0,885.6,120.0,203,997,27,
95,210.0,898.1,120.3,201,991,27,
96,212.0,906.3,120.5,200,988,27,
97,213.9,914.5,121.6,195,969,27,
98,215.9,922.9,121.7,194,968,26,
99,219.0,935.5,120.0,203,997,27,
100,221.0,943.9,119.3,206,1009,26,
101,223.0,952.4,118.8,209,1018,27,
102,226.0,965.4,118.5,210,1023,27,
103,228.0,973.7,118.5,210,1023,27,
104,230.0,982.1,117.9,214,1034,26,
105,232.0,990.8,117.5,216,1042,26,
106,235.0,1003.5,117.9,214,1034,26,
107,237.0,1011.8,119.0,208,1014,26,
108,239.0,1020.4,118.8,209,1018,26,
109,242.0,1033.2,118.7,209,1020,26,
110,244.0,1041.5,118.0,213,1033,26,
111,246.0,1050.1,118.3,211,1027,25,
112,249.0,1062.8,118.3,211,1027,26,
113,251.0,1071.0,118.9,208,1016,26,
114,253.0,1079.4,119.9,203,998,26,
115,256.0,1092.1,121.1,197,978,27,
116,258.0,1100.2,121.1,197,978,27,
117,260.0,1108.4,121.3,196,974,27,
118,262.0,1116.7,121.7,194,968,26,
119,265.0,1129.2,120.5,200,988,26,
120,267.0,1137.4,120.5,200,988,26,
121,269.0,1145.7,121.0,198,979,26,
122,271.0,1154.1,121.3,196,974,26,
123,274.0,1166.7,119.6,205,1004,26,
124,276.0,1174.9,119.8,204,1000,26,
125,278.0,1183.3,120.9,198,981,26,
126,281.0,1196.1,119.1,207,1013,26,
127,283.0,1204.3,119.1,207,1013,26,
128,285.0,1212.7,119.1,207,1013,26,
129,287.0,1221.0,120.5,200,988,26,
130,290.0,1233.2,122.6,190,953,26,
131,292.0,1241.2,123.8,184,934,27,
132,294.0,1249.4,123.2,187,944,27,
133,296.0,1257.7,122.4,191,956,26,
134,299.0,1269.9,122.8,189,950,27,
135,301.0,1277.9,123.4,186,941,27,
136,303.0,1286.0,124.0,184,931,27,
137,306.0,1298.3,124.0,184,931,26,
138,308.0,1306.3,124.0,184,931,26,
139,310.0,1314.5,122.9,189,948,27,
140,312.0,1322.9,121.2,197,976,26,
141,315.0,1335.7,119.7,204,1002,26,
142,317.0,1343.9,119.7,204,1002,26,
143,319.0,1352.3,119.4,206,1007,26,
144,321.0,1360.9,118.4,211,1025,26,
145,324.0,1373.6,118.6,210,1022,27,
146,326.0,1382.0,118.6,210,1022,27,
147,328.0,1390.4,118.0,213,1033,27,
148,330.0,1399.0,119.1,207,1013,26,
149,333.0,1411.5,118.8,209,1018,27,
150,335.0,1419.8,120.3,201,991,27,
151,337.0,1428.2,119.2,207,1011,27,
152,339.0,1436.5,120.7,199,985,27,
153,342.0,1449.0,121.0,198,979,27,
154,344.0,1457.1,121.7,194,968,26,
155,346.0,1465.3,121.8,194,966,27,
156,349.0,1478.1,120.4,201,990,27,
157,351.0,1486.3,120.4,201,990,27,
158,353.0,1494.5,119.5,205,1005,26,
159,355.0,1502.9,120.2,202,993,27,
160,358.0,1515.4,121.6,195,969,26,
161,360.0,1523.7,121.6,195,969,26,
162,362.0,1532.0,121.1,197,978,27,
163,364.0,1540.4,119.4,206,1007,27,
164,367.0,1553.2,119.5,205,1005,27,
165,369.0,1561.5,119.5,205,1005,27,
166,371.0,1569.7,119.1,207,1013,27,
167,373.0,1578.1,120.1,202,995,27,
168,376.0,1590.7,122.2,192,960,27,
169,378.0,1598.8,122.2,192,960,27,
170,380.0,1606.9,122.2,192,960,27,
171,382.0,1615.1,122.7,189,952,27,
172,384.0,1623.4,122.1,192,961,27,
173,387.0,1635.7,122.5,190,955,27,
174,389.0,1643.9,122.5,190,955,27,
175,391.0,1651.9,122.3,191,958,27,
176,393.0,1660.1,123.5,186,939,27,
177,396.0,1672.3,123.9,184,933,27,
178,398.0,1680.4,123.9,184,933,27,
179,400.0,1688.4,123.3,187,942,27,
180,402.0,1696.7,123.1,188,945,27,
181,405.0,1709.3,121.1,197,978,27,
182,407.0,1717.5,121.1,197,978,27,
183,409.0,1725.6,121.6,195,969,27,
184,411.0,1733.9,121.4,196,973,27,
185,413.0,1742.2,121.7,194,968,27,
186,416.0,1754.5,122.3,191,958,27,
187,418.0,1762.5,122.9,189,948,27,
188,420.0,1770.7,122.5,190,955,27,
189,422.0,1778.8,124.1,183,930,27,
190,425.0,1791.2,122.5,190,955,27,
191,427.0,1799.3,122.5,190,955,27,
192,429.0,1807.6,121.4,196,973,27,
193,431.0,1816.1,120.6,200,986,27,
194,434.0,1828.6,120.6,200,986,26,
195,436.0,1836.9,120.6,200,986,26,
196,438.0,1845.4,118.4,211,1025,26,
197,440.0,1853.9,118.9,208,1016,26,
198,443.0,1866.5,119.5,205,1005,26,
199,445.0,1874.7,120.2,202,993,27,
200,447.0,1883.2,119.6,205,1004,27,
201,449.0,1891.7,119.0,208,1014,26,
202,452.0,1904.3,119.2,207,1011,27,
203,454.0,1912.5,119.4,206,1007,27,
204,456.0,1921.0,119.4,206,1007,27,
205,458.0,1929.5,119.4,206,1007,27,
206,461.0,1942.2,119.3,206,1009,27,
207,463.0,1950.4,119.3,206,1009,27,
208,465.0,1958.8,119.8,204,1000,27,
209,467.0,1967.1,120.5,200,988,26,
210,470.0,1979.6,121.0,198,979,27,
211,472.0,1987.8,121.0,198,979,27,
212,474.0,1996.0,121.7,194,968,27,
213,476.0,2004.4,121.0,198,979,28,
214,478.0,2012.8,120.5,200,988,27,
215,481.0,2025.2,120.6,200,986,27,
216,483.0,2033.3,121.6,195,969,27,
217,485.0,2041.6,121.4,196,973,27,
218,487.0,2049.9,121.8,194,966,28,
219,490.0,2062.4,121.7,194,968,27,
220,492.0,2070.5,121.7,194,968,27,
221,494.0,2078.7,121.6,195,969,27,
222,496.0,2087.0,121.5,195,971,27,
223,498.0,2095.3,121.4,196,973,27,
224,501.0,2107.8,121.6,195,969,26,
225,503.0,2116.2,120.7,199,985,27,
226,505.0,2124.5,118.9,208,1016,27,
227,507.0,2132.9,119.5,205,1005,26,
228,510.0,2145.4,120.9,198,981,27,
229,512.0,2153.7,120.8,199,983,27,
230,514.0,2162.0,119.8,204,1000,27,
231,516.0,2170.5,120.2,202,993,27,
232,519.0,2183.3,119.3,206,1009,27,
233,521.0,2191.6,119.3,206,1009,27,
234,523.0,2200.1,119.0,208,1014,27,
235,525.0,2208.7,117.0,219,1052,26,
236,528.0,2221.7,117.1,218,1050,27,
237,530.0,2230.1,117.1,218,1050,27,
238,532.0,2238.4,118.2,212,1029,27,
239,534.0,2246.8,120.4,201,990,27,
240,537.0,2259.5,120.2,202,993,27,
241,539.0,2267.8,120.2,202,993,27,
242,541.0,2276.0,120.1,202,995,27,
243,543.0,2284.2,120.7,199,985,27,
244,545.0,2292.6,121.5,195,971,27,
245,548.0,2305.1,120.9,198,981,27,
246,550.0,2313.2,120.9,198,981,27,
247,552.0,2321.5,120.7,199,985,26,
248,554.0,2329.9,121.0,198,979,27,
249,557.0,2342.4,121.5,195,971,27,
250,559.0,2350.5,121.5,195,971,27,
251,561.0,2359.0,120.4,201,990,27,
252,563.0,2367.4,119.2,207,1011,27,
