Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.0,0.0,0.0,,,,
2,3.0,11.9,122.8,189,950,28,
3,5.0,20.3,122.8,189,950,28,
4,7.0,29.0,118.4,211,1025,28,
5,9.0,37.8,114.2,235,1108,28,
6,11.0,46.7,114.0,236,1113,27,
7,14.0,60.0,114.4,234,1104,26,
8,16.0,68.6,114.4,234,1104,26,
9,18.0,77.3,114.4,234,1104,27,
10,20.0,86.1,115.0,230,1092,27,
11,23.0,99.2,115.9,225,1073,27,
12,25.0,107.8,115.9,225,1073,27,
13,27.0,116.4,115.4,228,1083,27,
14,29.0,125.2,115.4,228,1083,26,
15,32.0,138.3,115.8,225,1075,26,
16,34.0,146.9,115.8,225,1075,26,
17,36.0,155.5,115.6,227,1079,27,
18,38.0,164.3,115.4,228,1083,27,
19,41.0,177.3,115.8,225,1075,26,
20,43.0,185.8,116.7,220,1057,26,
21,45.0,194.5,116.4,222,1063,26,
22,48.0,207.6,116.2,223,1067,26,
23,50.0,216.0,116.2,223,1067,26,
24,52.0,224.7,116.2,223,1067,25,
25,55.0,237.8,116.1,224,1069,26,
26,57.0,246.3,116.1,224,1069,26,
27,59.0,254.8,116.5,221,1061,26,
28,61.0,263.5,116.9,219,1054,26,
29,64.0,276.4,116.7,220,1057,26,
30,66.0,285.0,116.7,220,1057,26,
31,68.0,293.6,116.0,224,1071,26,
32,71.0,306.7,115.7,226,1077,25,
33,73.0,315.2,115.7,226,1077,25,
34,75.0,323.9,116.2,223,1067,25,
35,78.0,336.9,116.6,221,1059,26,
36,80.0,345.3,116.5,221,1061,26,
37,82.0,354.1,116.5,221,1061,26,
38,85.0,366.9,118.4,211,1025,26,
39,87.0,375.1,118.4,211,1025,26,
40,89.0,383.8,119.6,205,1004,25,
41,92.0,396.6,117.7,215,1038,26,
42,94.0,405.0,117.7,215,1038,26,
43,96.0,413.5,118.2,212,1029,26,
44,99.0,426.5,118.1,212,1031,26,
45,101.0,434.9,118.1,212,1031,26,
46,103.0,443.3,117.9,214,1034,26,
47,105.0,451.8,118.6,210,1022,26,
48,108.0,464.4,119.2,207,1011,26,
49,110.0,472.8,119.1,207,1013,26,
50,112.0,481.3,118.6,210,1022,26,
51,115.0,493.9,119.5,205,1005,26,
52,117.0,502.3,119.6,205,1004,25,
53,119.0,511.0,118.1,212,1031,26,
54,122.0,523.6,117.3,217,1046,25,
55,124.0,532.2,117.9,214,1034,25,
56,127.1,545.2,117.9,214,1034,25,
57,129.0,553.5,117.9,214,1034,25,
58,131.0,562.0,119.1,207,1013,25,
59,134.0,574.6,118.8,209,1018,25,
60,136.0,583.0,119.2,207,1011,25,
61,139.0,595.7,119.4,206,1007,25,
62,141.0,603.9,119.4,206,1007,25,
63,143.0,612.5,119.0,208,1014,25,
64,146.1,625.5,117.6,215,1040,25,
65,148.0,633.8,117.3,217,1046,26,
66,150.0,642.4,117.9,214,1034,26,
67,153.0,655.1,118.3,211,1027,25,
68,155.0,663.5,118.3,211,1027,26,
69,157.0,672.2,118.2,212,1029,25,
70,160.0,684.9,118.0,213,1033,26,
71,162.0,693.2,118.4,211,1025,25,
72,165.0,706.1,118.2,212,1029,25,
73,167.0,714.4,118.2,212,1029,25,
74,169.0,722.9,118.8,209,1018,25,
75,172.1,735.8,118.3,211,1027,26,
76,174.1,744.1,118.3,211,1027,26,
77,176.1,752.7,118.4,211,1025,25,
78,179.1,765.5,118.6,210,1022,26,
79,181.1,773.8,118.6,210,1022,26,
80,183.1,782.3,118.5,210,1023,25,
81,186.1,795.0,118.4,211,1025,25,
82,188.1,803.3,119.5,205,1005,26,
83,190.1,811.6,119.8,204,1000,26,
84,193.1,824.2,120.8,199,983,26,
85,195.1,832.4,120.7,199,985,25,
86,197.1,841.0,119.5,205,1005,25,
87,200.1,853.7,118.4,211,1025,25,
88,202.1,861.9,118.8,209,1018,26,
89,204.1,870.4,120.6,200,986,26,
90,207.1,883.0,119.7,204,1002,26,
91,209.1,891.3,119.1,207,1013,26,
92,211.0,899.8,119.7,204,1002,25,
93,214.1,912.4,119.8,204,1000,25,
94,216.1,920.9,118.2,212,1029,26,
95,219.1,933.7,119.1,207,1013,25,
96,221.1,941.9,119.1,207,1013,25,
97,223.0,950.4,120.1,202,995,25,
98,226.1,962.9,120.1,202,995,25,
99,228.1,971.2,119.6,205,1004,25,
100,231.1,984.1,118.3,211,1027,26,
101,233.1,992.4,118.3,211,1027,26,
102,235.1,1001.0,117.7,215,1038,25,
103,238.1,1013.7,118.2,212,1029,25,
104,240.0,1022.0,119.1,207,1013,25,
105,243.1,1034.9,118.2,212,1029,25,
106,245.0,1043.2,118.2,212,1029,25,
107,248.1,1056.5,116.3,222,1065,24,
108,250.0,1064.6,116.3,222,1065,24,
109,252.1,1073.2,118.9,208,1016,24,
110,255.1,1085.6,120.2,202,993,25,
111,257.1,1094.0,120.2,202,993,25,
112,260.1,1106.9,118.3,211,1027,25,
113,262.0,1115.1,118.3,211,1027,25,
114,264.1,1123.6,119.3,206,1009,26,
115,267.1,1136.5,117.5,216,1042,26,
116,269.1,1144.9,117.5,216,1042,26,
117,271.1,1153.4,117.7,215,1038,26,
118,274.1,1166.2,118.8,209,1018,26,
119,276.1,1174.5,118.8,209,1018,26,
120,278.1,1182.9,118.9,208,1016,26,
121,281.1,1195.8,119.1,207,1013,26,
122,283.1,1204.0,119.1,207,1013,26,
123,285.1,1212.6,118.7,209,1020,25,
124,288.1,1225.3,118.5,210,1023,25,
125,290.1,1233.5,119.2,207,1011,25,
126,292.1,1242.1,120.1,202,995,25,
127,295.1,1254.6,119.1,207,1013,25,
128,297.1,1263.1,118.9,208,1016,26,
129,299.1,1271.8,117.1,218,1050,26,
130,302.1,1284.5,117.7,215,1038,26,
131,304.1,1293.1,117.6,215,1040,26,
132,306.1,1301.6,117.5,216,1042,26,
133,309.1,1314.4,118.4,211,1025,26,
134,311.1,1322.9,117.4,216,1044,26,
135,313.1,1331.6,117.1,218,1050,26,
136,316.1,1344.5,116.9,219,1054,25,
137,318.1,1352.9,117.0,219,1052,26,
138,320.1,1361.4,117.8,214,1036,26,
139,323.1,1374.1,118.8,209,1018,26,
140,325.1,1382.5,118.8,209,1018,26,
141,327.1,1390.9,119.2,207,1011,26,
142,329.1,1399.4,119.1,207,1013,26,
143,332.1,1411.9,119.3,206,1009,27,
144,334.1,1420.2,119.7,204,1002,26,
