Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.8,2.6,0.0,,,,
2,2.7,10.3,148.4,107,668,,
3,4.8,18.5,127.5,169,881,28,
4,6.7,27.0,122.0,193,963,27,
5,9.7,39.9,117.8,214,1036,27,
6,11.8,48.4,117.8,214,1036,27,
7,13.8,57.0,116.4,222,1063,26,
8,16.7,70.2,116.1,224,1069,25,
9,18.7,78.8,114.6,233,1100,25,
10,21.8,92.0,116.4,222,1063,25,
11,23.8,100.5,116.4,222,1063,25,
12,25.7,109.0,116.4,222,1063,26,
13,28.8,122.0,117.0,219,1052,25,
14,30.8,130.5,117.0,219,1052,25,
15,32.8,139.2,116.2,223,1067,25,
16,35.7,152.0,116.8,220,1055,25,
17,37.8,160.5,116.6,221,1059,26,
18,39.7,169.1,117.7,215,1038,26,
19,42.7,181.9,117.7,215,1038,26,
20,44.7,190.3,117.8,214,1036,26,
21,46.7,199.0,117.6,215,1040,25,
22,49.8,211.9,117.3,217,1046,25,
23,51.7,220.4,116.6,221,1059,26,
24,53.7,229.0,117.3,217,1046,25,
25,56.7,241.7,118.0,213,1033,26,
26,58.7,249.9,119.0,208,1014,26,
27,60.7,258.5,119.3,206,1009,26,
28,63.7,271.4,118.3,211,1027,26,
29,65.7,280.0,115.9,225,1073,26,
30,67.7,289.0,115.2,229,1087,25,
31,70.7,301.7,115.4,228,1083,25,
32,72.7,310.4,117.0,219,1052,25,
33,75.8,323.3,116.6,221,1059,25,
34,77.7,331.8,116.6,221,1059,25,
35,79.7,340.5,117.2,217,1048,25,
36,82.7,353.1,117.8,214,1036,26,
37,84.7,361.5,118.2,212,1029,26,
38,86.7,370.0,118.8,209,1018,25,
39,89.7,382.5,119.9,203,998,26,
40,91.7,390.8,120.3,201,991,26,
41,93.7,399.2,119.9,203,998,26,
42,96.7,412.0,118.5,210,1023,26,
43,98.7,420.3,118.5,210,1023,26,
44,100.7,428.6,119.0,208,1014,26,
45,103.7,441.4,119.9,203,998,26,
46,105.7,449.6,119.9,203,998,26,
47,107.7,457.9,120.3,201,991,25,
48,110.7,470.7,119.2,207,1011,25,
49,112.7,479.0,119.2,207,1011,25,
50,114.7,487.5,118.5,210,1023,25,
51,117.7,500.6,117.1,218,1050,26,
52,119.7,508.9,117.1,218,1050,26,
53,121.7,517.4,118.5,210,1023,26,
54,124.7,530.1,119.2,207,1011,26,
55,126.7,538.4,119.2,207,1011,26,
56,128.7,546.8,119.5,205,1005,26,
57,130.7,555.4,118.5,210,1023,26,
58,133.7,568.3,117.4,216,1044,26,
59,135.7,576.8,116.9,219,1054,26,
60,137.7,585.6,116.5,221,1061,26,
61,140.7,598.3,116.6,221,1059,26,
62,142.7,606.6,118.6,210,1022,26,
63,144.7,615.1,118.6,210,1022,26,
64,147.8,628.2,117.5,216,1042,26,
65,149.8,636.6,117.5,216,1042,26,
66,151.8,645.0,117.7,215,1038,26,
67,153.8,653.5,119.1,207,1013,26,
68,156.8,666.1,119.7,204,1002,26,
69,158.8,674.6,118.1,212,1031,26,
70,160.8,683.2,118.1,212,1031,26,
71,163.8,695.9,117.8,214,1036,26,
72,165.7,704.3,118.1,212,1031,26,
73,167.7,712.8,118.9,208,1016,26,
74,170.8,725.5,119.2,207,1011,26,
75,172.8,733.7,119.2,207,1011,26,
76,174.8,742.1,120.1,202,995,26,
77,177.8,754.9,118.8,209,1018,27,
78,179.8,763.2,118.8,209,1018,27,
79,181.8,771.5,119.2,207,1011,27,
80,183.7,780.0,119.2,207,1011,27,
81,186.8,793.0,117.1,218,1050,26,
82,188.8,801.3,117.1,218,1050,26,
83,190.8,809.9,118.4,211,1025,26,
84,193.8,822.6,119.0,208,1014,26,
85,195.8,830.8,119.0,208,1014,26,
86,197.7,839.5,119.0,208,1014,26,
87,200.8,852.5,117.0,219,1052,25,
88,202.8,861.0,116.2,223,1067,26,
89,204.8,869.8,115.3,228,1085,25,
90,207.8,882.7,116.5,221,1061,25,
91,209.8,891.2,117.0,219,1052,26,
92,211.8,899.8,116.6,221,1059,26,
93,214.8,912.8,117.1,218,1050,26,
94,216.8,921.2,117.1,218,1050,26,
95,218.7,929.7,116.7,220,1057,26,
96,220.8,938.5,117.2,217,1048,26,
97,223.8,951.3,116.7,220,1057,26,
98,225.7,959.7,117.3,217,1046,26,
99,227.8,968.1,118.4,211,1025,27,
100,229.8,976.7,119.5,205,1005,27,
101,232.8,989.3,118.5,210,1023,26,
102,234.7,997.8,118.1,212,1031,26,
103,236.8,1006.4,117.4,216,1044,26,
104,239.8,1019.2,118.3,211,1027,27,
105,241.7,1027.6,118.3,211,1027,27,
106,243.7,1036.2,116.9,219,1054,26,
107,246.8,1049.0,119.2,207,1011,26,
108,248.8,1057.4,119.2,207,1011,26,
109,250.8,1065.6,119.3,206,1009,27,
110,252.7,1074.0,120.0,203,997,26,
111,255.7,1086.6,120.2,202,993,26,
112,257.7,1094.9,120.2,202,993,26,
113,259.7,1103.1,120.2,202,993,27,
114,261.7,1111.4,121.3,196,974,27,
115,263.7,1119.8,121.6,195,969,26,
116,266.7,1132.2,121.1,197,978,27,
117,268.7,1140.5,120.4,201,990,27,
118,270.7,1149.1,118.7,209,1020,27,
119,273.8,1162.2,117.1,218,1050,26,
120,275.8,1170.6,117.1,218,1050,26,
121,277.8,1179.1,117.1,218,1050,26,
122,280.8,1192.0,118.0,213,1033,25,
123,282.8,1200.3,118.0,213,1033,25,
124,284.8,1208.8,118.2,212,1029,26,
125,287.8,1221.6,118.7,209,1020,26,
126,289.8,1229.9,118.7,209,1020,26,
127,291.8,1238.3,119.4,206,1007,27,
128,293.8,1246.7,119.6,205,1004,26,
129,296.8,1259.2,121.0,198,979,27,
130,298.8,1267.5,121.0,198,979,27,
131,300.8,1275.9,119.6,205,1004,27,
132,302.7,1284.3,118.8,209,1018,27,
133,305.8,1297.3,118.0,213,1033,26,
134,307.8,1305.6,118.0,213,1033,26,
135,309.7,1314.1,117.8,214,1036,26,
136,312.8,1327.0,118.8,209,1018,26,
137,314.8,1335.2,118.8,209,1018,26,
138,316.8,1343.6,119.7,204,1002,26,
139,318.8,1352.1,120.0,203,997,26,
140,321.8,1364.7,119.4,206,1007,26,
141,323.8,1373.3,118.2,212,1029,27,
142,325.8,1382.0,116.5,221,1061,27,
143,328.8,1395.2,115.6,227,1079,26,
144,330.8,1403.7,115.6,227,1079,26,
145,332.8,1412.3,115.6,227,1079,26,
146,334.8,1421.1,116.0,224,1071,26,
147,337.8,1433.8,116.1,224,1069,26,
148,339.8,1442.1,118.7,209,1020,27,
149,341.8,1450.5,120.1,202,995,26,
150,344.8,1463.1,120.3,201,991,27,
151,346.8,1471.4,120.3,201,991,27,
152,348.8,1479.8,118.7,209,1020,27,
153,350.8,1488.4,118.2,212,1029,26,
154,353.8,1501.0,119.6,205,1004,26,
155,355.8,1509.4,119.6,205,1004,26,
156,357.8,1517.8,119.2,207,1011,26,
157,359.8,1526.2,120.1,202,995,26,
