Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.7,2.9,0.0,,,,
2,2.7,11.9,131.2,155,833,,
3,4.7,21.4,110.7,258,1187,29,
4,6.7,31.0,105.6,297,1322,30,
5,8.7,40.1,104.9,303,1343,27,
6,10.7,49.1,110.7,258,1187,28,
7,13.7,62.4,114.0,236,1113,26,
8,15.7,71.1,114.0,236,1113,26,
9,17.7,80.1,113.5,239,1123,27,
10,19.7,89.2,112.2,248,1152,27,
11,22.7,102.4,112.4,246,1148,26,
12,24.7,111.0,113.5,239,1123,26,
13,26.7,119.7,114.8,231,1096,26,
14,29.7,132.9,114.8,231,1096,27,
15,31.7,141.5,114.8,231,1096,27,
16,33.7,150.1,115.1,230,1089,26,
17,35.7,158.8,116.6,221,1059,26,
18,38.7,171.6,117.3,217,1046,26,
19,40.7,180.1,117.2,217,1048,27,
20,42.7,188.7,116.8,220,1055,26,
21,44.7,197.4,117.0,219,1052,27,
22,47.7,210.2,116.8,220,1055,27,
23,49.7,218.6,117.3,217,1046,26,
24,51.7,227.2,117.8,214,1036,27,
25,53.7,235.8,117.6,215,1040,27,
26,56.7,248.8,116.8,220,1055,28,
27,58.7,257.3,116.8,220,1055,28,
28,60.7,265.9,116.1,224,1069,27,
29,62.7,274.7,115.5,227,1081,26,
30,65.7,287.8,115.6,227,1079,26,
31,67.7,296.4,115.6,227,1079,26,
32,69.7,305.0,116.1,224,1069,27,
33,71.7,313.7,116.3,222,1065,27,
34,74.7,326.4,117.2,217,1048,26,
35,76.7,334.9,118.1,212,1031,26,
36,78.7,343.4,118.2,212,1029,26,
37,81.7,356.2,118.8,209,1018,27,
38,83.7,364.6,118.8,209,1018,27,
39,85.7,373.0,118.5,210,1023,27,
40,87.7,381.5,118.3,211,1027,27,
41,89.7,390.1,118.7,209,1020,27,
42,92.7,402.6,119.4,206,1007,27,
43,94.7,411.0,118.8,209,1018,27,
44,96.7,419.5,118.7,209,1020,27,
45,98.7,428.1,118.6,210,1022,27,
46,101.7,440.9,117.7,215,1038,26,
47,103.7,449.3,117.6,215,1040,27,
48,105.7,457.9,117.9,214,1034,28,
49,107.7,466.3,117.9,214,1034,27,
50,110.7,479.0,118.9,208,1016,27,
51,112.7,487.3,119.3,206,1009,26,
52,114.7,495.8,119.1,207,1013,27,
53,116.7,504.2,119.2,207,1011,27,
54,119.7,516.8,119.7,204,1002,27,
55,121.7,525.1,119.7,204,1002,27,
56,123.7,533.4,119.5,205,1005,27,
57,125.7,541.8,120.2,202,993,26,
58,128.7,554.7,117.3,217,1046,26,
59,130.7,563.1,117.3,217,1046,26,
60,132.7,571.6,117.4,216,1044,26,
61,134.7,580.4,117.7,215,1038,26,
62,137.7,593.0,117.4,216,1044,26,
63,139.7,601.4,117.8,214,1036,26,
64,141.7,609.8,119.8,204,1000,26,
65,144.7,622.6,118.4,211,1025,27,
66,146.7,630.9,118.4,211,1025,27,
67,148.7,639.5,118.4,211,1025,26,
68,150.7,648.2,116.9,219,1054,26,
69,153.7,661.0,116.4,222,1063,26,
70,155.7,669.6,116.9,219,1054,26,
71,157.7,678.4,116.3,222,1065,26,
72,160.7,691.3,116.1,224,1069,25,
73,162.7,699.9,116.2,223,1067,26,
74,164.7,708.5,116.3,222,1065,26,
75,167.7,721.2,117.9,214,1034,26,
76,169.7,729.6,118.6,210,1022,26,
77,171.7,738.1,119.1,207,1013,26,
78,174.7,750.6,120.1,202,995,26,
79,176.7,758.8,120.1,202,995,26,
80,178.7,767.1,120.7,199,985,26,
81,181.7,779.9,119.7,204,1002,26,
82,183.7,788.2,119.7,204,1002,26,
83,185.7,796.5,119.4,206,1007,26,
84,187.7,805.1,119.1,207,1013,26,
85,190.7,817.9,118.1,212,1031,26,
86,192.7,826.4,117.0,219,1052,26,
87,195.7,839.5,116.6,221,1059,25,
88,197.7,847.9,116.6,221,1059,25,
89,199.7,856.7,116.5,221,1061,25,
90,202.7,869.5,117.0,219,1052,25,
91,204.7,877.9,117.8,214,1036,25,
92,206.7,886.5,118.0,213,1033,26,
93,209.7,899.1,118.5,210,1023,26,
94,211.7,907.5,119.2,207,1011,26,
95,213.7,916.1,118.8,209,1018,26,
96,216.7,928.7,118.3,211,1027,26,
97,218.7,936.9,119.5,205,1005,25,
98,220.7,945.5,120.0,203,997,26,
99,223.7,958.3,118.2,212,1029,26,
100,225.7,966.6,118.1,212,1031,26,
101,227.7,975.2,118.3,211,1027,26,
102,230.7,988.1,117.4,216,1044,26,
103,232.7,996.5,117.4,216,1044,26,
104,234.7,1005.0,118.2,212,1029,26,
105,237.7,1017.8,118.2,212,1029,26,
106,239.7,1026.2,118.2,212,1029,26,
107,241.7,1034.8,117.8,214,1036,26,
108,244.7,1047.6,118.7,209,1020,26,
109,246.7,1055.9,118.7,209,1020,26,
110,248.7,1064.4,118.7,209,1020,26,
111,250.7,1072.9,118.7,209,1020,27,
112,253.7,1085.6,118.8,209,1018,26,
113,255.7,1093.9,119.0,208,1014,26,
114,257.7,1102.4,119.1,207,1013,26,
115,260.7,1115.1,119.1,207,1013,26,
116,262.7,1123.5,119.1,207,1013,26,
117,264.7,1132.1,118.0,213,1033,26,
118,267.7,1144.9,118.5,210,1023,26,
119,269.7,1153.2,118.5,210,1023,26,
120,271.7,1161.7,118.3,211,1027,26,
121,274.7,1174.8,117.2,217,1048,26,
122,276.7,1183.2,117.2,217,1048,26,
123,278.7,1191.7,117.1,218,1050,26,
124,281.7,1204.7,117.6,215,1040,26,
125,283.7,1213.0,117.6,215,1040,26,
126,285.7,1221.5,118.2,212,1029,25,
127,288.7,1234.5,117.4,216,1044,26,
128,290.7,1242.8,117.4,216,1044,26,
129,292.7,1251.3,117.4,216,1044,26,
130,294.7,1260.0,118.4,211,1025,26,
131,297.7,1272.5,118.6,210,1022,26,
132,299.7,1280.8,119.1,207,1013,26,
133,301.7,1289.3,119.7,204,1002,26,
134,304.7,1301.9,119.5,205,1005,26,
135,306.7,1310.2,119.4,206,1007,26,
136,308.7,1318.7,119.5,205,1005,26,
137,311.7,1331.2,120.0,203,997,25,
138,313.7,1339.5,120.1,202,995,26,
139,315.7,1348.1,119.8,204,1000,26,
140,318.7,1360.8,118.5,210,1023,26,
141,320.7,1369.1,118.5,210,1023,26,
142,322.7,1377.7,118.6,210,1022,25,
143,325.7,1390.5,117.9,214,1034,25,
144,327.7,1398.9,117.9,214,1034,26,
145,330.7,1412.0,117.0,219,1052,25,
146,332.7,1420.5,117.0,219,1052,25,
147,334.7,1429.1,116.5,221,1061,25,
148,337.7,1442.1,116.4,222,1063,25,
149,339.7,1450.5,116.5,221,1061,25,
150,341.7,1459.3,116.7,220,1057,25,
151,344.7,1472.2,116.5,221,1061,25,
152,346.7,1480.7,116.5,221,1061,26,
153,348.7,1489.5,116.5,221,1061,25,
154,351.7,1502.4,116.0,224,1071,26,
155,353.7,1511.0,116.3,222,1065,25,
156,356.7,1524.0,116.8,220,1055,26,
157,358.7,1532.5,116.8,220,1055,26,
158,360.7,1541.2,116.8,220,1055,26,
159,363.7,1554.3,116.1,224,1069,26,
160,365.7,1562.8,116.1,224,1069,26,
161,367.7,1571.3,116.3,222,1065,26,
162,370.7,1584.2,118.0,213,1033,26,
163,372.7,1592.7,118.0,213,1033,26,
164,374.7,1601.4,116.2,223,1067,26,
165,377.7,1614.7,115.3,228,1085,25,
166,379.7,1623.2,115.3,228,1085,25,
167,381.7,1631.9,116.0,224,1071,26,
168,384.7,1645.1,115.7,226,1077,26,
169,386.7,1653.5,115.7,226,1077,26,
170,388.7,1662.2,116.5,221,1061,26,
171,391.7,1675.4,115.6,227,1079,26,
172,393.7,1683.8,115.6,227,1079,26,
173,395.7,1692.4,116.8,220,1055,26,
174,397.7,1701.0,117.4,216,1044,26,
175,400.7,1713.9,117.4,216,1044,26,
176,402.7,1722.4,116.6,221,1059,26,
177,404.7,1731.0,117.0,219,1052,26,
178,407.7,1744.0,116.4,222,1063,26,
179,409.7,1752.4,116.4,222,1063,26,
180,411.7,1761.2,116.7,220,1057,26,
181,413.7,1769.9,115.7,226,1077,26,
182,416.7,1782.8,116.7,220,1057,26,
183,418.7,1791.2,116.9,219,1054,27,
184,420.7,1800.2,116.4,222,1063,26,
185,423.7,1813.1,115.2,229,1087,25,
186,425.7,1821.6,114.9,231,1094,25,
187,427.7,1830.3,117.3,217,1046,26,
188,430.7,1843.0,119.0,208,1014,26,
189,432.7,1851.3,119.0,208,1014,26,
190,434.7,1859.7,118.8,209,1018,27,
191,436.7,1868.4,118.0,213,1033,27,
192,439.7,1881.2,117.1,218,1050,26,
193,441.7,1889.5,118.7,209,1020,26,
194,443.7,1898.0,119.2,207,1011,26,
195,445.7,1906.5,118.7,209,1020,27,
196,448.7,1919.1,119.0,208,1014,27,
197,450.7,1927.4,118.9,208,1016,26,
198,452.7,1936.0,118.9,208,1016,27,
199,455.7,1948.9,117.5,216,1042,26,
200,457.7,1957.3,117.5,216,1042,26,
201,459.7,1965.6,118.6,210,1022,26,
202,461.7,1974.3,118.9,208,1016,26,
203,464.7,1986.8,119.6,205,1004,26,
204,466.7,1995.1,119.5,205,1005,26,
205,468.7,2003.5,119.4,206,1007,27,
206,470.7,2012.1,119.6,205,1004,27,
207,473.7,2024.7,118.5,210,1023,26,
208,475.7,2033.1,118.1,212,1031,26,
209,477.7,2041.6,118.7,209,1020,27,
210,480.7,2054.5,119.0,208,1014,26,
211,482.7,2062.8,119.0,208,1014,26,
212,484.7,2071.1,119.8,204,1000,27,
213,486.7,2079.6,119.4,206,1007,26,
214,489.7,2092.1,119.4,206,1007,26,
215,491.7,2100.3,120.8,199,983,26,
216,493.7,2108.8,120.4,201,990,26,
217,496.7,2121.7,117.9,214,1034,26,
218,498.7,2130.0,117.9,214,1034,26,
219,500.7,2138.5,117.6,215,1040,26,
220,503.7,2151.4,119.1,207,1013,26,
221,505.7,2159.5,119.1,207,1013,26,
222,507.7,2167.9,120.2,202,993,26,
223,509.7,2176.4,119.7,204,1002,26,
224,512.7,2189.1,119.7,204,1002,26,
225,514.7,2197.5,118.6,210,1022,26,
226,516.7,2206.1,117.2,217,1048,26,
227,519.7,2218.9,118.7,209,1020,26,
228,521.7,2227.3,118.7,209,1020,26,
229,523.7,2235.6,118.7,209,1020,27,
230,525.7,2244.2,118.8,209,1018,26,
231,528.7,2257.1,117.9,214,1034,26,
232,530.7,2265.3,117.9,214,1034,26,
233,532.7,2273.8,119.2,207,1011,26,
234,534.7,2282.4,118.4,211,1025,26,
235,537.7,2294.9,119.1,207,1013,26,
236,539.7,2303.2,120.4,201,990,26,
237,541.7,2312.0,118.4,211,1025,26,
238,544.7,2324.9,116.3,222,1065,25,
239,546.7,2333.2,117.2,217,1048,26,
240,548.7,2341.8,118.3,211,1027,26,
241,551.7,2354.6,117.7,215,1038,26,
242,553.7,2362.9,118.0,213,1033,26,
243,555.7,2371.4,119.0,208,1014,26,
244,558.7,2384.0,120.1,202,995,27,
245,560.7,2392.2,120.1,202,995,27,
246,562.7,2400.6,120.1,202,995,26,
247,564.7,2409.1,119.7,204,1002,26,
248,567.7,2421.7,119.9,203,998,26,
249,569.7,2429.9,119.3,206,1009,26,
250,571.7,2438.4,119.9,203,998,26,
251,574.7,2451.1,119.1,207,1013,26,
252,576.7,2459.4,119.1,207,1013,26,
253,578.7,2467.9,118.7,209,1020,26,
254,580.7,2476.5,118.4,211,1025,26,
255,583.7,2489.2,118.1,212,1031,26,
256,585.7,2497.7,117.4,216,1044,26,
257,587.7,2506.1,118.4,211,1025,26,
258,590.7,2518.6,120.7,199,985,27,
259,592.7,2526.9,120.6,200,986,27,
260,594.7,2535.2,120.0,203,997,26,
261,596.7,2543.7,120.1,202,995,27,
262,599.7,2556.3,119.3,206,1009,27,
263,601.7,2564.5,120.0,203,997,27,
264,603.7,2573.0,119.6,205,1004,27,
265,605.7,2581.6,119.0,208,1014,27,
266,608.7,2594.3,118.4,211,1025,27,
267,610.7,2602.7,118.3,211,1027,27,
268,612.7,2610.9,119.5,205,1005,27,
269,614.7,2619.5,120.0,203,997,26,
270,617.7,2632.3,118.1,212,1031,27,
271,619.7,2640.6,118.1,212,1031,27,
272,621.7,2649.1,118.2,212,1029,26,
273,624.7,2662.0,118.9,208,1016,26,
274,626.7,2670.2,118.9,208,1016,26,
275,628.7,2678.6,119.6,205,1004,26,
276,630.7,2687.1,118.7,209,1020,26,
277,633.7,2700.0,118.3,211,1027,26,
278,635.7,2708.4,117.2,217,1048,26,
279,637.7,2717.1,117.6,215,1040,26,
280,640.7,2729.9,118.1,212,1031,26,
281,642.7,2738.2,118.1,212,1031,26,
282,644.7,2746.6,119.4,206,1007,26,
283,646.7,2755.3,118.5,210,1023,27,
284,649.7,2767.9,119.0,208,1014,27,
285,651.7,2776.3,119.0,208,1014,27,
286,653.7,2784.7,118.9,208,1016,27,
287,655.7,2793.1,119.7,204,1002,26,
288,658.7,2805.6,120.6,200,986,27,
289,660.7,2813.9,120.5,200,988,27,
290,662.7,2822.2,120.1,202,995,27,
291,664.7,2830.8,119.5,205,1005,27,
292,667.7,2843.5,117.8,214,1036,26,
293,669.7,2851.7,119.5,205,1005,27,
294,671.7,2860.1,119.9,203,998,26,
295,673.7,2868.6,119.6,205,1004,27,
296,676.7,2881.1,120.2,202,993,27,
297,678.7,2889.3,120.4,201,990,26,
298,680.7,2897.8,120.0,203,997,27,
299,683.7,2910.4,120.2,202,993,26,
300,685.7,2918.7,120.2,202,993,26,
301,687.7,2927.0,120.1,202,995,27,
302,689.7,2935.6,118.8,209,1018,27,
303,692.7,2948.5,118.1,212,1031,27,
304,694.7,2956.8,118.1,212,1031,27,
305,696.7,2965.2,119.5,205,1005,27,
306,698.7,2973.6,119.2,207,1011,27,
307,701.7,2986.2,120.1,202,995,27,
308,703.7,2994.4,120.1,202,995,27,
309,705.7,3002.9,119.5,205,1005,27,
310,707.7,3011.3,118.8,209,1018,27,
311,710.7,3024.1,118.0,213,1033,26,
312,712.7,3032.6,118.0,213,1033,26,
313,714.7,3041.2,116.7,220,1057,26,
314,716.7,3049.9,116.7,220,1057,26,
315,719.7,3062.4,118.9,208,1016,26,
316,721.7,3070.6,119.7,204,1002,26,
317,723.7,3079.1,119.8,204,1000,27,
318,726.7,3091.7,120.5,200,988,26,
319,728.7,3100.0,120.5,200,988,26,
320,730.7,3108.5,119.0,208,1014,27,
321,733.7,3121.5,116.9,219,1054,26,
322,735.7,3129.9,116.9,219,1054,26,
323,737.7,3138.4,118.1,212,1031,26,
324,739.7,3147.1,117.8,214,1036,26,
325,742.7,3159.8,117.1,218,1050,26,
326,744.7,3168.2,117.7,215,1038,26,
327,746.7,3176.7,118.6,210,1022,27,
328,749.7,3189.7,117.6,215,1040,27,
329,751.7,3198.1,117.6,215,1040,27,
330,753.7,3206.5,117.9,214,1034,26,
331,755.7,3215.0,117.9,214,1034,26,
332,758.7,3227.8,118.5,210,1023,27,
333,760.7,3236.1,118.5,210,1023,27,
334,762.7,3244.4,119.2,207,1011,26,
335,764.7,3252.9,120.0,203,997,26,
336,767.7,3265.6,119.1,207,1013,27,
337,769.7,3273.8,119.1,207,1013,27,
338,771.7,3282.3,119.4,206,1007,26,
339,773.7,3290.7,119.9,203,998,26,
340,776.7,3303.0,121.1,197,978,27,
341,778.7,3311.3,121.2,197,976,26,
342,780.7,3319.8,119.6,205,1004,27,
343,783.7,3332.5,119.9,203,998,27,
344,785.7,3340.8,119.9,203,998,27,
345,787.7,3349.2,118.6,210,1022,27,
346,789.7,3357.7,118.8,209,1018,26,
347,792.7,3370.4,119.2,207,1011,27,
348,794.7,3378.6,119.2,207,1011,27,
349,796.7,3387.0,119.0,208,1014,26,
350,798.7,3395.5,119.5,205,1005,26,
351,801.7,3408.1,119.7,204,1002,27,
352,803.7,3416.4,119.7,204,1002,27,
353,805.7,3424.8,119.8,204,1000,26,
354,807.7,3433.3,119.7,204,1002,26,
355,810.7,3446.0,119.0,208,1014,26,
356,812.7,3454.4,118.0,213,1033,26,
357,814.7,3462.8,118.6,210,1022,26,
358,817.7,3475.3,120.2,202,993,26,
359,819.7,3483.5,121.2,197,976,26,
360,821.7,3492.0,120.6,200,986,27,
361,823.7,3500.7,118.0,213,1033,27,
362,826.7,3513.4,118.0,213,1033,26,
363,828.7,3521.8,118.0,213,1033,26,
364,830.7,3530.4,117.5,216,1042,27,
